doi,oa_type,is_oa,title,published_date,published_year,genre,journal_is_in_doaj,journal_issns,journal_name,publisher,repositories,scientific_field
10.1177/0020852315570551,closed,False,Construction and validation of a hybrid model to measure perceived public service quality (PSQ),2015-12-04,2015.0,journal-article,False,"0020-8523,1461-7226",International Review of Administrative Sciences,SAGE Publications,,Social sciences
10.1016/j.ecolmodel.2016.05.015,closed,False,Modelling the community size-spectrum: recent developments and new directions,2016-10-01,2016.0,journal-article,False,0304-3800,Ecological Modelling,Elsevier BV,,Biology (fond.)
10.1016/j.pocean.2016.04.003,closed,False,Effects of lower trophic level biomass and water temperature on fish communities: A modelling study,2016-08-01,2016.0,journal-article,False,0079-6611,Progress in Oceanography,Elsevier BV,,Biology (fond.)
10.1051/meca/2015095,repository,True,"Electric vehicle design, modelling and optimization",2016-01-01,2016.0,journal-article,False,"2257-7777,2257-7750",Mechanics & Industry,EDP Sciences,www.mechanics-industry.org,Engineering
10.1016/j.rser.2015.12.280,repository,True,"Trade liberalization, FDI inflows, environmental quality and economic growth: A comparative analysis between Tunisia and Morocco",2016-05-01,2016.0,journal-article,False,1364-0321,Renewable and Sustainable Energy Reviews,Elsevier BV,mpra.ub.uni-muenchen.de,"Earth, Ecology, 
Energy and applied biology"
10.1016/j.ecolmodel.2016.08.008,closed,False,Modelling food web structure using an end-to-end approach in the coastal ecosystem of the Gulf of Gabes (Tunisia),2016-11-01,2016.0,journal-article,False,0304-3800,Ecological Modelling,Elsevier BV,,Biology (fond.)
10.12681/mms.1429,publisher,True,High xenodiversity versus low native diversity in the south-eastern Mediterranean: bryozoans from the coastal zone of Lebanon,2016-02-12,2016.0,journal-article,True,"1791-6763,1108-393X",Mediterranean Marine Science,National Documentation Centre,,Biology (fond.)
10.7193/dm.083.123.138,repository,True,Crowdsourcing vs Design Thinking : Une étude comparative de deux démarches d’innovation externe dans la phase d’idéation,2016-11-10,2016.0,journal-article,False,0779-7389,Décisions Marketing,In Quarto - Editions EMS,HAL,Medical research
10.1109/tns.2016.2565439,closed,False,4H-SiC Neutron Sensors Based on Ion Implanted10B Neutron Converter Layer,2016-06-01,2016.0,journal-article,False,"0018-9499,1558-1578",IEEE Transactions on Nuclear Science,Institute of Electrical and Electronics Engineers (IEEE),,Engineering
10.1051/epjconf/201610605004,publisher;repository,True,Improvements in Realizing 4H-SiC Thermal Neutron Detectors,2016-01-01,2016.0,journal-article,True,2100-014X,EPJ Web of Conferences,EDP Sciences,pdfs.semanticscholar.org;www.epj-conferences.org,"Physical sciences, Astronomy"
10.1080/19443994.2015.1061950,closed,False,Effect of salinity and temperature on the bacterial diversity shift of anaerobic batch cultures treating abattoir wastewater,2015-09-08,2015.0,journal-article,False,"1944-3994,1944-3986",Desalination and Water Treatment,Informa UK Limited,,Biology (fond.)
10.1016/j.bjm.2015.11.029,publisher;repository,True,Bacterial ecology of abattoir wastewater treated by an anaerobic digestor,2016-01-01,2016.0,journal-article,False,1517-8382,Brazilian Journal of Microbiology,Springer Science and Business Media LLC,HAL;europepmc.org;www.ncbi.nlm.nih.gov;www.scielo.br,Medical research
10.1007/s00227-016-2888-9,closed,False,Physiological and photophysiological responses of the benthic diatom Entomoneis paludosa (Bacillariophyceae) to dissolved inorganic and organic nitrogen in culture,2016-04-23,2016.0,journal-article,False,"0025-3162,1432-1793",Marine Biology,Springer Science and Business Media LLC,,Biology (fond.)
10.1021/acs.nanolett.6b03260,repository,True,Spatiotemporal Imaging of the Acoustic Field Emitted by a Single Copper Nanowire,2016-09-26,2016.0,journal-article,False,"1530-6984,1530-6992",Nano Letters,American Chemical Society (ACS),HAL;arxiv.org,"Physical sciences, Astronomy"
10.3390/ijgi5090155,publisher;repository,True,Review of Forty Years of Technological Changes in Geomatics toward the Big Data Paradigm,2016-08-29,2016.0,journal-article,True,2220-9964,ISPRS International Journal of Geo-Information,MDPI AG,HAL;pdfs.semanticscholar.org,"Earth, Ecology, 
Energy and applied biology"
10.1016/j.ifacol.2016.07.555,publisher,True,"Virtual metrology on semiconductor manufacturing based on Just-in-time learning**This work is a part of the European project ”INTEGRATE”, and carried by STMicroelectronics Fab",2016-01-01,2016.0,journal-article,False,2405-8963,IFAC-PapersOnLine,Elsevier BV,,"Computer and 
 information sciences"
10.1111/1462-2920.13637,closed,False,The chimeric nature of the genomes of marine magnetotactic coccoid-ovoid bacteria defines a novel group of P roteobacteria,2017-02-01,2017.0,journal-article,False,1462-2912,Environmental Microbiology,Wiley,,Medical research
10.1039/c6ra18384k,repository,True,One-step approach for preparing ozone gas sensors based on hierarchical NiCo2O4 structures,2016-01-01,2016.0,journal-article,False,2046-2069,RSC Advances,Royal Society of Chemistry (RSC),repositorio.unesp.br,Chemistry
10.1002/2015jc011472,publisher;repository,True,The Sicily Channel surface circulation revisited using a neural clustering analysis of a high‐resolution simulation,2016-07-01,2016.0,journal-article,False,"2169-9275,2169-9291",Journal of Geophysical Research: Oceans,American Geophysical Union (AGU),HAL,"Earth, Ecology, 
Energy and applied biology"
10.5194/bg-13-4645-2016,publisher;repository,True,Nitrogen isotopic evidence for a shift from nitrate- to diazotroph-fueled export production in the VAHINE mesocosm experiments,2016-08-18,2016.0,journal-article,True,1726-4189,Biogeosciences,Copernicus GmbH,HAL,"Earth, Ecology, 
Energy and applied biology"
10.1016/j.disc.2015.10.023,publisher;repository,True,Three ways to cover a graph,2016-02-01,2016.0,journal-article,False,0012-365X,Discrete Mathematics,Elsevier BV,HAL,Mathematics
10.1016/j.aam.2016.11.008,repository,True,A Tutte polynomial inequality for lattice path matroids,2018-03-01,2018.0,journal-article,False,0196-8858,Advances in Applied Mathematics,Elsevier BV,HAL;arxiv.org,Mathematics
10.1007/s00233-015-9688-2,repository,True,On planar right groups,2015-01-25,2015.0,journal-article,False,"0037-1912,1432-2137",Semigroup Forum,Springer Science and Business Media LLC,HAL,Mathematics
10.1016/j.nuclphysb.2016.07.021,publisher;repository,True,Raymond and instantons: Some recollections and the use of ADHM,2016-11-01,2016.0,journal-article,True,0550-3213,Nuclear Physics B,Elsevier BV,arxiv.org,"Physical sciences, Astronomy"
10.1016/j.physletb.2016.10.013,publisher;repository,True,Angular analysis of B→J/ψK1: Towards a model independent determination of the photon polarization with B→K1γ,2016-12-01,2016.0,journal-article,True,0370-2693,Physics Letters B,Elsevier BV,arxiv.org,"Physical sciences, Astronomy"
10.1016/j.nimb.2015.10.071,closed,False,Plasma immersion ion implantation: A viable candidate for low cost purification of mc-Si by nanocavities?,2016-01-01,2016.0,journal-article,False,0168-583X,Nuclear Instruments and Methods in Physics Research Section B: Beam Interactions with Materials and Atoms,Elsevier BV,,"Physical sciences, Astronomy"
10.10.1007/s12274-016-1352-y,closed,False,On-surface synthesis of covalent coordination polymers on micrometer scale,2016-12-07,2016.0,journal-article,False,"1998-0124,1998-0000",Nano Research,Springer Science and Business Media LLC,,Chemistry
10.1088/1751-8113/49/38/38540,closed,False,,,,,,,,,,"Physical sciences, Astronomy"
10.1103/physrevb.93.214433,repository,True,Lieb-Mattis ferrimagnetism in magnetic semiconductors,2016-06-27,2016.0,journal-article,False,"2469-9950,2469-9969",Physical Review B,American Physical Society (APS),arxiv.org,"Physical sciences, Astronomy"
10.4172/2169-0022.c1.046,closed,False,Electrical conduction mechanism of volume and surface resistivities of multi-walled carbon nanotubes doped polyvinyl alcohol (PVA) and the pyroelectric behavior of polyvinylidene difluoride (PVDF) thin films,2016-01-01,2016.0,journal-article,False,2169-0022,Journal of Material Science & Engineering,OMICS Publishing Group,,Medical research
10.1557/mrs.2015.308,closed,False,Atom probe tomography of nanoscale electronic materials,2016-01-01,2016.0,journal-article,False,"0883-7694,1938-1425",MRS Bulletin,Springer Science and Business Media LLC,,"Physical sciences, Astronomy"
10.1093/femsec/fiw171,publisher;repository,True,Composition of diatom communities and their contribution to plankton biomass in the naturally iron-fertilized region of Kerguelen in the Southern Ocean,2016-08-10,2016.0,journal-article,False,1574-6941,FEMS Microbiology Ecology,Oxford University Press (OUP),HAL;archimer.ifremer.fr,Biology (fond.)
10.1016/j.jnucmat.2016.07.046,closed,False,Empirical potential simulations of interstitial dislocation loops in uranium dioxide,2016-10-01,2016.0,journal-article,False,0022-3115,Journal of Nuclear Materials,Elsevier BV,,"Physical sciences, Astronomy"
10.1038/tp.2016.82,publisher;repository,True,Interaction and behaviour imaging: a novel method to measure mother–infant interaction using video 3D reconstruction,2016-05-01,2016.0,journal-article,True,2158-3188,Translational Psychiatry,Springer Science and Business Media LLC,HAL;europepmc.org;www.ncbi.nlm.nih.gov,Medical research
10.1103/physrevb.93.205411,closed,False,Efficient quantum modeling of inelastic interactions in nanodevices,2016-05-06,2016.0,journal-article,False,"2469-9950,2469-9969",Physical Review B,American Physical Society (APS),,"Physical sciences, Astronomy"
10.1038/ismej.2015.192,publisher;repository,True,Reverse transcriptase genes are highly abundant and transcriptionally active in marine plankton assemblages,2015-11-27,2015.0,journal-article,False,"1751-7362,1751-7370",The ISME Journal,Springer Science and Business Media LLC,HAL;europepmc.org;repository.kaust.edu.sa;www.ncbi.nlm.nih.gov;zenodo.org,Biology (fond.)
10.1016/j.apenergy.2015.11.060,repository,True,Online implementation of SVM based fault diagnosis strategy for PEMFC systems,2016-02-01,2016.0,journal-article,False,0306-2619,Applied Energy,Elsevier BV,HAL,"Earth, Ecology, 
Energy and applied biology"
10.1016/j.geoderma.2016.07.014,repository,True,"Sources of dissolved organic carbon in small volcanic mountainous tropical rivers, examples from Guadeloupe (French West Indies)",2016-11-01,2016.0,journal-article,False,0016-7061,Geoderma,Elsevier BV,HAL;research-information.bris.ac.uk,"Earth, Ecology, 
Energy and applied biology"
10.12693/aphyspola.130.862,publisher,True,Comparative Study of Sb2O3(Sb2O5) and Ta2O5Doping Effects with TeO2on Electrical Properties of δ-Bi2O3,2016-10-01,2016.0,journal-article,False,"0587-4246,1898-794X",Acta Physica Polonica A,"Institute of Physics, Polish Academy of Sciences",,"Physical sciences, Astronomy"
10.1016/j.jenvman.2016.04.030,closed,False,"Heated blends of phosphate waste: Microstructure characterization, effects of processing factors and use as a phosphorus source for alfalfa growth",2016-07-01,2016.0,journal-article,False,0301-4797,Journal of Environmental Management,Elsevier BV,,Biology (fond.)
10.1016/j.jascer.2015.10.003,publisher,True,Heated blends of clay and phosphate sludge: Microstructure and physical properties,2016-03-01,2016.0,journal-article,True,2187-0764,Journal of Asian Ceramic Societies,Informa UK Limited,,"Earth, Ecology, 
Energy and applied biology"
10.1016/j.neuroimage.2016.03.018,repository,True,The average baboon brain: MRI templates and tissue probability maps from 89 individuals,2016-05-01,2016.0,journal-article,False,1053-8119,NeuroImage,Elsevier BV,HAL;archive-ouverte.unige.ch,Biology (fond.)
10.1177/2051570715626375,closed,False,The effects of downward line extension on brand trust and brand attachment,2016-02-05,2016.0,journal-article,False,"2051-5707,2051-5707",Recherche et Applications en Marketing (English Edition),SAGE Publications,,Biology (fond.)
10.3166/tsi.35.115-132,repository,True,Recalage hétérogène de nuages de points 3D,2016-02-25,2016.0,journal-article,False,0752-4072,Techniques et sciences informatiques,Lavoisier,HAL,"Earth, Ecology, 
Energy and applied biology"
10.1007/s11468-015-0171-4,closed,False,Tuning of Light Trapping and Surface Plasmon Resonance in Silver Nanoparticles/c-Si Structures for Solar Cells,2016-01-15,2016.0,journal-article,False,"1557-1955,1557-1963",Plasmonics,Springer Science and Business Media LLC,,"Physical sciences, Astronomy"
10.1007/s10651-016-0343-1,repository,True,Fitting the truncated negative binomial distribution to count data,2016-03-17,2016.0,journal-article,False,"1352-8505,1573-3009",Environmental and Ecological Statistics,Springer Science and Business Media LLC,HAL;archimer.ifremer.fr,Mathematics
10.1002/mop.30157,closed,False,Folded ring slot antenna reader for UHF RFID applications using artificial magnetic conductor structure,2016-09-22,2016.0,journal-article,False,0895-2477,Microwave and Optical Technology Letters,Wiley,,"Computer and 
 information sciences"
10.1016/j.scriptamat.2016.04.005,closed,False,A methodology for the measurement of the interfacial excess of solute at a grain boundary,2016-07-01,2016.0,journal-article,False,1359-6462,Scripta Materialia,Elsevier BV,,"Physical sciences, Astronomy"
10.1016/j.snb.2015.07.107,closed,False,Pellet photonic innovant gas sensor using catalysis and integrated photonics,2016-01-01,2016.0,journal-article,False,0925-4005,Sensors and Actuators B: Chemical,Elsevier BV,,"Physical sciences, Astronomy"
10.3389/fmicb.2016.01301,publisher;repository,True,"Metagenomic and PCR-Based Diversity Surveys of [FeFe]-Hydrogenases Combined with Isolation of Alkaliphilic Hydrogen-Producing Bacteria from the Serpentinite-Hosted Prony Hydrothermal Field, New Caledonia",2016-08-30,2016.0,journal-article,True,1664-302X,Frontiers in Microbiology,Frontiers Media SA,HAL;archimer.ifremer.fr;europepmc.org;www.ncbi.nlm.nih.gov,Biology (fond.)
10.1099/ijsem.0.001375,publisher;repository,True,"Serpentinicella alkaliphila gen. nov., sp. nov., a novel alkaliphilic anaerobic bacterium isolated from the serpentinite-hosted Prony hydrothermal field, New Caledonia",2016-11-01,2016.0,journal-article,False,"1466-5026,1466-5034",International Journal of Systematic and Evolutionary Microbiology,Microbiology Society,archimer.ifremer.fr,Biology (fond.)
10.1063/1.4953687,repository,True,Stability estimate for the aligned magnetic field in a periodic quantum waveguide from Dirichlet-to-Neumann map,2016-06-01,2016.0,journal-article,False,"0022-2488,1089-7658",Journal of Mathematical Physics,AIP Publishing,arxiv.org,"Physical sciences, Astronomy"
